reflectance_SWIR,temperature_2m,humidity_2m,pbl_height,wind_speed_10m,hour,latitude,longitude
0.4370861069626263,15.942875570602027,61.36253169234302,629.2043029215192,2.062477376718652,21,26.462685327046195,78.59534777054768
0.9556428757689246,34.09231233791341,16.731197199603905,1828.38657892037,18.051058133591333,16,24.089652647724545,82.1464842234534
0.7587945476302645,24.4306794322898,22.9302971275691,1851.5878040252662,10.105047448957142,8,10.639060640488578,92.67370801724825
0.6387926357773329,30.257120734941083,81.88433508216634,2093.5747537455163,16.529149322154833,0,29.06551394685662,70.54874111166417
0.24041677639819287,42.22699421778279,58.514324772767196,2315.228334306654,6.400992020612235,20,23.875942900074236,91.37008171549316
0.2403950683025824,22.47876687446625,10.735764129330372,2939.6301986563367,17.91046456992401,19,21.076402975067026,69.61395119135229
0.15227525095137953,27.31148769106889,18.11772342928257,1790.7508707529882,7.784033574683262,12,34.40366707369492,92.42710702364727
0.8795585311974417,37.66653415629146,63.08014152864446,1307.3911823531148,0.2167530296059672,15,16.640824094716564,69.49742885836088
0.6410035105688879,21.863944964748676,10.404926707697495,2487.9654869217593,18.107639528385274,12,23.184466004435325,68.52903196142248
0.737265320016441,17.30939729486379,22.86464411339989,1177.0806281551854,1.8257335357226712,13,28.231614273310438,88.21188240862622
0.1185260448662222,23.69254358741304,53.89870314932689,1597.4285517640903,6.386272751808297,2,31.097681494542442,96.92041050828344
0.9729188669457949,19.83663861762013,65.35161581541546,696.1409533556649,19.0012393410161,5,21.321057430439,94.0016976262466
0.8491983767203796,42.890929570277194,62.156900760208046,563.3768585386438,19.012142938751122,17,32.420651035542576,84.70395411636414
0.29110519961044856,39.24361138693251,27.941544756844785,2906.6210366948126,11.468757762465723,18,30.298614498146527,94.60447277948042
0.26364247048639056,34.002112695312704,66.97433770780287,2589.9503012805144,12.636744243395984,4,9.92084335770411,68.15370018553055
0.2650640588680905,41.143817705631534,28.979926999744006,2239.935515234245,8.968910439566395,14,9.329976725734355,96.27694772540913
0.373818018663584,39.110162306973436,36.03197585274142,1522.3823610356746,5.864215433961291,1,26.003364848240647,82.23171459850475
0.5722807884690141,20.597101766581076,69.71931240944193,933.2358001771145,6.573290907398319,9,18.07498883853701,88.9639868020315
0.48875051677790415,41.77676995469933,61.97063192377718,891.0926066777151,13.450369121540769,23,14.064792941276911,91.80498272144723
0.36210622617823773,31.18026725746952,77.93787283953424,1125.6072454114883,15.0474905887536,17,24.809848099680412,88.83526085426006
0.6506676052501416,39.22320465492187,62.60903138402747,1873.0666617653012,15.83158087451697,12,17.905333103239805,83.5160652293024
0.22554447458683766,41.8827389977048,55.464688266837726,2286.489806750156,15.792362855891078,4,23.580639084708032,81.82196503966594
0.3629301836816964,24.540104249155917,17.493981426247398,2150.493441794328,1.8241220609738074,22,21.34345561052359,92.31889420237611
0.4297256589643226,18.301557735830304,39.41726424475468,1199.834742364857,9.888406094051629,23,24.958217072525457,73.94724924433432
0.5104629857953323,21.83805487625825,31.216189414538036,2887.163201657985,1.1511752003328857,0,19.60871417839816,96.0718279286228
0.8066583652537123,27.813233658787688,29.519171470326686,2344.7422917394215,10.99057764647471,21,28.232359637211022,88.6176218862657
0.2797064039425238,39.54044297767479,87.84084438019565,1885.8851312785016,8.83061002746754,0,13.221950898129657,73.78570089281128
0.5628109945722505,40.82191749769031,41.44781797334083,2029.3018655858807,17.754083655165996,17,28.198542520585292,89.35116832725616
0.6331731119758383,15.208563915935722,81.36372441416907,1549.0001560694748,7.018300251041573,14,19.938175216368315,83.36536067225238
0.14180537144799796,30.32241907732697,60.49109007978103,1119.3274737528936,2.3413403285521173,16,33.355210540778096,88.50967277368889
0.6467903667112945,27.52233009446337,73.58490428333187,1389.931696628154,2.859833641056717,10,22.941845591062116,90.26560554184232
0.2534717113185624,21.663234314121908,50.21096744841537,2394.615276160923,15.230212634349446,20,36.22020012883303,70.53141520810058
0.1585464336867516,18.595961020010485,56.15231077010873,535.9837215743896,12.364361266325222,21,25.456126470687845,82.67701473442106
0.9539969835279999,25.12845514210884,49.401415505509114,790.1816012672906,2.022453522455805,16,14.491622911283297,95.02841592545109
0.9690688297671034,43.287291117375574,25.61943902384356,615.0066050543819,1.6821361222999487,12,31.831928468489025,77.29862357262591
0.827557613304815,24.696087960622656,67.79616922092043,601.8220057974254,14.019382629182399,0,18.007396206849215,85.22260982917906
0.3741523922560336,30.563718652300985,32.46178899526846,2638.651460027518,1.4552601272838706,1,18.08095721999782,78.70768396378699
0.1879049026057455,36.090568766855334,11.945277314516307,2259.1446484500593,16.437201185807126,8,8.922335763069789,81.17377119435389
0.7158097238609412,25.90888807137882,61.63778367257343,1685.434572718313,14.124844543129925,2,23.91274396701485,83.90949042020644
0.4961372443656412,44.15346248162882,24.168854352563915,744.5854016275036,1.6269756128379953,0,23.49828160824317,83.91873741678035
0.20983441136030095,43.87341884826334,85.23668674823314,1729.039687792081,1.6967542817038384,20,18.3237530438876,73.85018340757684
0.5456592191001431,22.553468874760924,86.31428616020699,1683.6794269514141,19.732791570023508,15,33.932300623981845,87.85257488851516
0.13094966900369656,29.91745517677156,83.18915121763588,933.004674775038,7.485415915122406,22,11.733703550689674,70.54817522603705
0.9183883618709039,24.026349294503092,39.61269602043555,1584.6291230949325,7.412842941337818,5,17.57288588599451,72.02591842981859
0.3329019834400152,23.545214831324028,11.236529322309394,1496.2618359934336,16.25599134515005,16,17.32590017572084,68.07861608301556
0.6962700559185838,16.106608420635983,84.26548500701803,2039.625245130541,18.944971547677174,4,10.676427000633637,71.38418586010876
0.3805399684804699,33.286930019396905,44.254731865385146,2087.7341271691093,19.720021276457416,4,21.953216427632505,81.72181983050487
0.5680612190600297,30.080370696865845,87.33238552349357,613.2600244301113,15.067563705178832,5,27.94575679578641,85.57695455061932
0.5920392514089517,16.54436253749968,87.08959816714022,1436.5315365661781,7.525191710618316,2,22.838053392870577,91.03439404902741
0.26636900997297436,23.359393927098346,78.24075643738881,2064.649789285591,1.6700143339733753,20,12.552352798769618,71.09427825328964
0.9726261649881027,42.24797657899961,33.55591136556686,1757.8406464502193,15.542938318548735,22,18.941292992020106,92.67109634047719
0.7976195410250031,22.186856720009175,40.807818288154024,2641.224602970806,11.1680849947161,4,8.07525570712575,89.63326124091283
